,longitude,latitude,housing_median_age,population,median_income,median_house_value,ocean_proximity,rooms_per_person,houses_per_person
19349,-123.01,38.67,33.0,394.0,4.6875,246200.0,1,2.3197969543147208,0.3350253807106599
19350,-122.94,38.57,33.0,728.0,5.1005,266700.0,1,2.1016483516483517,0.3434065934065934
19351,-122.94,38.64,26.0,2072.0,4.0781,287800.0,1,1.9546332046332047,0.30694980694980695
19352,-122.95,38.73,37.0,863.0,2.9792,151300.0,1,1.7937427578215528,0.3325608342989571
19353,-122.87,38.68,32.0,2053.0,3.7352,228000.0,1,1.9839259620068193,0.30638090599123236
19354,-122.85,38.77,18.0,1027.0,4.6953,241700.0,1,2.780915287244401,0.3943524829600779
19355,-122.7,38.66,43.0,582.0,3.9063,210000.0,1,2.3780068728522337,0.3848797250859107
19356,-123.03,38.79,16.0,1998.0,3.375,171900.0,1,2.0255255255255253,0.33683683683683685
19357,-123.02,38.81,35.0,488.0,3.025,140600.0,1,1.959016393442623,0.4405737704918033
19358,-123.02,38.81,45.0,916.0,3.2425,138800.0,1,1.8744541484716157,0.40065502183406115
19359,-123.01,38.8,21.0,131.0,3.5156,133300.0,1,2.7480916030534353,0.5648854961832062
19360,-123.01,38.79,32.0,1417.0,3.2546,134100.0,1,1.903316866619619,0.37755822159491886
19361,-123.1,38.79,20.0,1643.0,2.8344,164400.0,1,1.8922702373706635,0.38831405964698723
19362,-123.49,38.7,9.0,594.0,3.3125,295400.0,2,9.106060606060606,0.5505050505050505
19363,-123.24,38.7,38.0,569.0,2.7171,131300.0,2,2.5659050966608086,0.3093145869947276
19364,-123.25,38.54,27.0,1278.0,3.3536,157500.0,2,2.8622848200312987,0.405320813771518
19365,-123.08,38.38,28.0,923.0,3.9167,232600.0,2,3.57204767063922,0.40411700975081255
19366,-122.96,38.42,50.0,940.0,2.9375,122900.0,1,2.6914893617021276,0.3840425531914894
19367,-123.07,38.46,31.0,280.0,2.3611,112500.0,2,3.0535714285714284,0.49642857142857144
19368,-122.93,38.38,18.0,1128.0,3.9336,262500.0,1,2.271276595744681,0.3670212765957447
19369,-123.02,38.36,16.0,778.0,3.8589,268800.0,2,1.922879177377892,0.36503856041131105
19370,-123.0,38.33,8.0,851.0,5.6445,364800.0,2,3.7873090481786136,0.491186839012926
19371,-120.84,37.92,27.0,195.0,3.3333,208300.0,0,2.4153846153846152,0.36923076923076925
19372,-120.79,37.82,17.0,1809.0,3.2667,269500.0,0,2.3366500829187395,0.37534549474847984
19373,-120.9,37.81,27.0,2142.0,3.7031,173300.0,0,1.9668534080298785,0.34827264239028943
19374,-120.9,37.76,20.0,304.0,2.2024,156300.0,0,1.875,0.35526315789473684
19375,-120.86,37.73,27.0,263.0,3.1136,183300.0,0,1.9315589353612168,0.30798479087452474
19376,-120.79,37.76,14.0,1505.0,5.5228,275300.0,0,2.3461794019933553,0.3302325581395349
19377,-120.76,37.73,16.0,732.0,3.5833,187500.0,0,1.8346994535519126,0.26639344262295084
19378,-120.69,37.77,46.0,239.0,3.3182,282100.0,0,1.8033472803347281,0.33472803347280333
19379,-120.87,37.77,9.0,2460.0,3.5959,142700.0,0,1.9666666666666666,0.3752032520325203
19381,-120.86,37.77,45.0,257.0,1.7188,109400.0,0,2.4163424124513617,0.48249027237354086
19382,-120.86,37.77,38.0,662.0,3.825,96400.0,0,2.3338368580060425,0.40181268882175225
19383,-120.86,37.77,28.0,535.0,2.3523,94700.0,0,2.257943925233645,0.4336448598130841
19384,-120.87,37.76,16.0,601.0,1.7143,113300.0,0,1.9534109816971714,0.40266222961730447
19385,-120.85,37.77,20.0,421.0,2.0833,77300.0,0,1.5463182897862233,0.3586698337292161
19386,-120.85,37.77,37.0,936.0,2.4717,77100.0,0,1.856837606837607,0.391025641025641
19387,-120.86,37.76,32.0,623.0,3.0917,88900.0,0,1.5473515248796148,0.32263242375601925
19388,-120.87,37.76,16.0,1126.0,2.5655,116400.0,0,1.7957371225577266,0.3623445825932504
19389,-120.85,37.75,26.0,9.0,1.625,85000.0,0,3.111111111111111,0.5555555555555556
19390,-120.85,37.78,15.0,1684.0,3.3169,131200.0,0,2.1098574821852734,0.36282660332541566
19391,-120.85,37.78,25.0,303.0,2.2679,71300.0,0,1.3894389438943895,0.34983498349834985
19392,-120.85,37.77,35.0,261.0,2.4583,75000.0,0,1.5478927203065134,0.3831417624521073
19393,-120.85,37.78,30.0,609.0,2.2386,87200.0,0,1.839080459770115,0.3891625615763547
19394,-120.83,37.77,20.0,1062.0,1.6759,116700.0,0,1.6167608286252355,0.3775894538606403
19395,-120.85,37.77,10.0,295.0,1.3583,85200.0,0,1.4338983050847458,0.31864406779661014
19396,-120.83,37.76,21.0,219.0,2.9125,112500.0,0,1.9863013698630136,0.3789954337899543
19397,-120.83,37.79,16.0,548.0,3.6875,121900.0,0,1.6295620437956204,0.28284671532846717
19398,-120.93,37.74,37.0,1265.0,2.3023,91900.0,0,1.5462450592885375,0.3138339920948617
19399,-120.94,37.74,35.0,515.0,2.3469,90200.0,0,2.2640776699029126,0.516504854368932
19400,-120.95,37.74,18.0,1958.0,3.0043,156500.0,0,1.7635342185903984,0.30694586312563843
19401,-120.95,37.73,12.0,2650.0,2.8565,92700.0,0,1.3618867924528302,0.28
19402,-120.93,37.73,14.0,2294.0,2.6343,81500.0,0,1.2201394943330428,0.2598081952920663
19403,-120.93,37.72,18.0,247.0,4.3864,179500.0,0,1.582995951417004,0.2874493927125506
19404,-120.98,37.71,22.0,195.0,2.4211,268800.0,0,2.2256410256410257,0.441025641025641
19405,-120.99,37.7,14.0,4356.0,3.5877,160900.0,0,2.2610192837465566,0.4086317722681359
19406,-120.97,37.69,14.0,2819.0,3.8598,174400.0,0,1.956012770485988,0.3440936502305782
19407,-120.91,37.74,19.0,855.0,3.25,176700.0,0,1.976608187134503,0.34619883040935673
19408,-120.91,37.73,31.0,429.0,2.4063,170200.0,0,1.9580419580419581,0.34965034965034963
19409,-120.92,37.7,24.0,270.0,1.6172,156300.0,0,1.951851851851852,0.4148148148148148
19410,-120.94,37.7,25.0,390.0,4.4,174100.0,0,2.576923076923077,0.3564102564102564
19411,-120.97,37.73,19.0,1412.0,5.7476,248600.0,0,2.6381019830028327,0.32790368271954673
19412,-121.01,37.74,14.0,796.0,8.7783,435000.0,0,2.9748743718592965,0.37814070351758794
19413,-121.01,37.72,23.0,677.0,2.5486,161100.0,0,2.0280649926144756,0.361890694239291
19414,-121.06,37.73,5.0,1246.0,4.9236,155900.0,0,1.810593900481541,0.3186195826645265
19415,-121.07,37.71,39.0,92.0,3.375,212500.0,0,2.4239130434782608,0.40217391304347827
19416,-121.08,37.69,19.0,3559.0,3.2246,129300.0,0,1.8187693172239394,0.3155380724922731
19417,-121.14,37.7,29.0,751.0,3.2391,187500.0,0,1.7882822902796272,0.2996005326231691
19418,-121.09,37.67,30.0,800.0,3.3482,220000.0,0,2.06625,0.36375
19419,-121.09,37.61,42.0,921.0,3.8864,171400.0,0,1.9402823018458197,0.3116178067318133
19420,-121.18,37.64,43.0,611.0,2.875,187500.0,0,2.0360065466448445,0.32242225859247137
19421,-121.06,37.7,7.0,4827.0,3.462,151900.0,0,1.9419929562875493,0.3567433188315724
19423,-121.04,37.69,5.0,4449.0,4.5332,195500.0,0,2.158013036637447,0.354012137559002
19424,-121.02,37.71,25.0,87.0,3.6023,131300.0,0,2.3793103448275863,0.4942528735632184
19425,-121.03,37.69,6.0,1266.0,3.4632,137700.0,0,2.059241706161137,0.37519747235387046
19426,-121.02,37.7,16.0,2126.0,3.3438,125400.0,0,1.6349952963311383,0.312793979303857
19428,-121.01,37.7,12.0,4656.0,3.2447,142200.0,0,1.9647766323024054,0.39798109965635736
19429,-121.06,37.67,31.0,383.0,3.4167,196900.0,0,2.3655352480417755,0.3368146214099217
19430,-121.06,37.66,6.0,1993.0,4.6053,150100.0,0,1.8339187155042649,0.2990466633216257
19431,-121.05,37.65,5.0,1760.0,4.5701,146400.0,0,1.759090909090909,0.2948863636363636
19432,-121.04,37.66,11.0,913.0,4.1705,162800.0,0,1.8159912376779848,0.3263964950711939
19433,-121.04,37.65,8.0,995.0,3.3567,129100.0,0,1.9688442211055277,0.36683417085427134
19434,-121.03,37.65,37.0,120.0,3.9844,150000.0,0,3.125,0.30833333333333335
19435,-121.04,37.67,16.0,166.0,0.536,162500.0,0,0.1144578313253012,0.05421686746987952
19436,-121.0,37.69,18.0,1452.0,3.4079,147500.0,0,2.3891184573002753,0.4325068870523416
19437,-121.01,37.69,20.0,1538.0,2.48,135600.0,0,2.1293888166449935,0.45838751625487645
19438,-121.01,37.68,33.0,373.0,5.5,146200.0,0,2.219839142091153,0.35656836461126007
19439,-121.0,37.68,15.0,408.0,6.9682,182400.0,0,3.019607843137255,0.4803921568627451
19440,-121.0,37.68,29.0,1170.0,4.9904,158100.0,0,2.488034188034188,0.39316239316239315
19441,-121.01,37.68,33.0,1579.0,3.5775,109700.0,0,2.045598480050665,0.3546548448385054
19442,-121.0,37.67,26.0,47.0,1.125,87500.0,0,1.9148936170212767,0.3829787234042553
19443,-121.04,37.68,18.0,3622.0,2.0272,92700.0,0,1.4160684704583104,0.31143014908890115
19444,-121.04,37.68,28.0,1140.0,2.3783,81400.0,0,1.674561403508772,0.3333333333333333
19445,-121.02,37.69,19.0,2219.0,3.5208,145000.0,0,1.718792248760703,0.3623253717890942
19446,-121.03,37.69,5.0,1967.0,3.8065,146000.0,0,2.050838840874428,0.37722419928825623
19447,-121.04,37.69,9.0,3265.0,3.0217,160900.0,0,1.9396630934150076,0.3874425727411945
19448,-121.02,37.68,25.0,1834.0,3.996,114500.0,0,1.7786259541984732,0.31515812431842966
19449,-121.03,37.68,20.0,2016.0,2.6567,110400.0,0,1.5892857142857142,0.30009920634920634
19450,-121.03,37.68,27.0,1004.0,3.7857,110500.0,0,1.948207171314741,0.3057768924302789
19451,-121.02,37.68,28.0,1608.0,3.5489,106400.0,0,1.7879353233830846,0.34701492537313433
19452,-120.94,37.68,4.0,6420.0,4.2471,162100.0,0,2.07398753894081,0.35654205607476636
19453,-120.95,37.67,15.0,1624.0,4.3864,137600.0,0,1.8854679802955665,0.3312807881773399
19454,-120.96,37.66,16.0,2654.0,4.2823,138300.0,0,1.8692539562923889,0.30293896006028637
19455,-120.95,37.66,16.0,1990.0,5.1473,188400.0,0,2.250251256281407,0.33768844221105526
19456,-120.95,37.65,37.0,72.0,2.2279,225000.0,0,1.8888888888888888,0.3055555555555556
19457,-120.93,37.67,6.0,2075.0,3.3844,138500.0,0,1.6824096385542169,0.3103614457831325
19458,-120.93,37.66,10.0,3227.0,4.744,148100.0,0,2.3445925007747133,0.37155252556554075
19459,-120.94,37.66,17.0,327.0,6.8654,290500.0,0,3.507645259938838,0.41590214067278286
19460,-120.98,37.69,18.0,1296.0,5.5684,185100.0,0,2.450617283950617,0.36342592592592593
19461,-120.99,37.69,25.0,1060.0,6.4788,199400.0,0,2.6160377358490567,0.3594339622641509
19462,-120.99,37.68,30.0,732.0,2.6932,94900.0,0,2.698087431693989,0.4453551912568306
19463,-120.98,37.68,24.0,347.0,3.1912,149600.0,0,2.031700288184438,0.40634005763688763
19464,-120.97,37.69,16.0,1279.0,3.4667,160900.0,0,2.1837372947615323,0.37294761532447224
19465,-120.97,37.69,15.0,1986.0,3.072,114300.0,0,2.0468277945619335,0.3423967774420947
19466,-120.97,37.68,16.0,1302.0,3.1625,130300.0,0,1.804147465437788,0.3010752688172043
19467,-120.97,37.68,9.0,529.0,4.7159,163700.0,0,2.10586011342155,0.32892249527410206
19468,-120.98,37.68,27.0,1806.0,3.1848,112800.0,0,2.2181616832779625,0.39756367663344405
19469,-120.99,37.68,28.0,1595.0,2.2336,112700.0,0,2.049529780564263,0.386833855799373
19470,-120.99,37.67,16.0,307.0,2.1518,107400.0,0,1.8501628664495113,0.3778501628664495
19471,-120.98,37.67,13.0,682.0,3.65,155500.0,0,1.7903225806451613,0.4032258064516129
19472,-120.97,37.68,16.0,1370.0,3.3368,121200.0,0,1.8197080291970802,0.3678832116788321
19473,-120.98,37.68,18.0,2203.0,2.166,118600.0,0,1.905129369042215,0.3967317294598275
19474,-120.97,37.67,16.0,1292.0,4.3851,117300.0,0,1.160216718266254,0.20975232198142416
19475,-120.96,37.67,17.0,1558.0,2.9219,114300.0,0,1.5622593068035944,0.3504492939666239
19476,-120.96,37.67,18.0,538.0,4.2969,163200.0,0,2.680297397769517,0.40892193308550184
19477,-120.97,37.67,31.0,792.0,2.4,121500.0,0,2.080808080808081,0.3712121212121212
19478,-120.97,37.66,19.0,799.0,3.1286,137500.0,0,2.4705882352941178,0.4718397997496871
19479,-120.96,37.66,15.0,1296.0,3.8542,145200.0,0,1.9174382716049383,0.33487654320987653
19480,-120.97,37.66,24.0,1448.0,3.5395,127900.0,0,2.023480662983425,0.393646408839779
19481,-120.97,37.66,21.0,1260.0,2.0227,179800.0,0,2.1904761904761907,0.45714285714285713
19482,-120.98,37.66,33.0,984.0,4.5208,114200.0,0,1.9908536585365855,0.3617886178861789
19483,-120.98,37.66,40.0,1423.0,2.6346,100600.0,0,2.1166549543218554,0.4181307097680956
19484,-120.98,37.65,36.0,432.0,2.5,103100.0,0,1.912037037037037,0.3472222222222222
19485,-120.98,37.66,10.0,401.0,0.9336,127100.0,0,2.3291770573566084,0.6359102244389028
19486,-120.98,37.67,33.0,824.0,2.7621,109100.0,0,1.7390776699029127,0.36650485436893204
19487,-120.99,37.67,28.0,1066.0,1.8315,90500.0,0,1.6585365853658536,0.3677298311444653
19488,-120.99,37.66,30.0,914.0,1.933,107000.0,0,1.8796498905908097,0.437636761487965
19489,-120.99,37.66,39.0,831.0,2.5938,135600.0,0,2.1034897713598073,0.36341756919374246
19490,-120.99,37.66,46.0,754.0,2.9137,106000.0,0,2.320954907161804,0.47214854111405835
19491,-120.99,37.65,44.0,1408.0,2.1487,86600.0,0,2.022727272727273,0.4090909090909091
19493,-121.0,37.67,27.0,995.0,2.5148,110200.0,0,2.2894472361809046,0.45125628140703516
19494,-121.01,37.67,37.0,1072.0,3.0721,108100.0,0,2.316231343283582,0.41511194029850745
19495,-121.01,37.66,36.0,1366.0,4.5,151400.0,0,2.6932650073206443,0.4253294289897511
19496,-121.0,37.66,43.0,944.0,3.2632,138100.0,0,2.5095338983050848,0.4470338983050847
19497,-121.0,37.66,43.0,875.0,3.9844,152000.0,0,2.330285714285714,0.39085714285714285
19498,-121.01,37.65,47.0,570.0,2.1969,149400.0,0,3.0052631578947366,0.5210526315789473
19499,-121.02,37.67,32.0,1916.0,2.6722,111500.0,0,2.0621085594989563,0.3862212943632568
19500,-121.03,37.67,24.0,1468.0,3.1857,98300.0,0,1.4727520435967303,0.30040871934604907
19501,-121.03,37.66,31.0,614.0,2.1528,75500.0,0,1.4446254071661238,0.3241042345276873
19502,-121.02,37.66,36.0,1688.0,3.1568,109900.0,0,2.0704976303317535,0.4052132701421801
19503,-121.02,37.66,28.0,806.0,1.6078,125000.0,0,1.78287841191067,0.41935483870967744
19504,-121.02,37.65,20.0,1996.0,3.0645,106000.0,0,1.4894789579158316,0.28557114228456915
19505,-121.03,37.64,22.0,1520.0,3.148,102300.0,0,1.3164473684210527,0.2546052631578947
19506,-121.03,37.63,5.0,1490.0,3.0398,120000.0,0,1.9335570469798657,0.3825503355704698
19507,-121.05,37.64,33.0,569.0,3.3516,150000.0,0,2.5272407732864677,0.3655536028119508
19508,-121.05,37.62,37.0,555.0,3.4125,125000.0,0,1.8792792792792792,0.35495495495495494
19509,-121.02,37.64,42.0,1035.0,2.1036,88300.0,0,1.3884057971014492,0.2743961352657005
19510,-121.02,37.63,35.0,1290.0,1.564,81800.0,0,1.2333333333333334,0.27286821705426356
19511,-121.02,37.62,30.0,1878.0,2.5363,83900.0,0,0.9164004259850905,0.20340788072417465
19512,-121.02,37.61,33.0,1318.0,1.7104,59000.0,0,1.114567526555387,0.26479514415781485
19513,-121.03,37.62,43.0,612.0,2.8194,81300.0,0,2.0277777777777777,0.434640522875817
19514,-121.03,37.62,46.0,1210.0,2.5313,77700.0,0,1.9264462809917355,0.4
19515,-121.02,37.62,14.0,4722.0,1.6731,95800.0,0,1.2149512918254977,0.25624735281660316
19517,-121.01,37.64,36.0,1998.0,1.9013,69900.0,0,0.9914914914914915,0.23423423423423423
19518,-121.01,37.64,33.0,598.0,1.0217,81300.0,0,1.1588628762541806,0.3210702341137124
19519,-121.0,37.64,43.0,293.0,1.2902,67500.0,0,1.0614334470989761,0.32081911262798635
19520,-120.99,37.64,41.0,881.0,2.7538,99600.0,0,1.793416572077185,0.4097616345062429
19521,-120.99,37.64,50.0,459.0,1.8162,70000.0,0,1.4880174291938997,0.42483660130718953
19522,-121.0,37.65,17.0,198.0,0.6825,187500.0,0,2.4444444444444446,1.0303030303030303
19524,-121.0,37.64,19.0,658.0,0.9573,162500.0,0,0.1838905775075988,0.06231003039513678
19526,-120.97,37.65,16.0,1776.0,3.9886,137500.0,0,2.22972972972973,0.40765765765765766
19527,-120.96,37.64,41.0,673.0,2.7917,90700.0,0,2.179791976225854,0.4606240713224368
19528,-120.97,37.64,42.0,1131.0,2.0833,95500.0,0,2.085764809902741,0.4244031830238727
19529,-120.98,37.65,40.0,158.0,7.3841,172200.0,0,2.670886075949367,0.3987341772151899
19530,-120.98,37.64,45.0,839.0,3.1397,110700.0,0,2.2800953516090585,0.39690107270560193
19531,-120.98,37.64,40.0,679.0,2.1458,130300.0,0,2.637702503681885,0.4742268041237113
19532,-120.9,37.66,19.0,2426.0,2.9783,82500.0,0,1.3920032976092334,0.27328936521022257
19533,-120.91,37.66,36.0,720.0,2.6523,76300.0,0,1.8333333333333333,0.32222222222222224
19534,-120.9,37.64,26.0,855.0,1.6767,81300.0,0,2.0608187134502924,0.36023391812865496
19535,-120.94,37.65,13.0,3033.0,3.0577,119000.0,0,1.673260797889878,0.27629409825255524
19536,-120.93,37.65,1.0,402.0,4.25,189200.0,0,5.606965174129353,0.27860696517412936
19537,-120.92,37.65,23.0,163.0,1.3696,275000.0,0,3.098159509202454,0.7914110429447853
19538,-120.95,37.65,14.0,3221.0,2.6964,107000.0,0,1.614405464141571,0.3421297733623098
19539,-120.96,37.65,34.0,972.0,2.4485,95500.0,0,1.7489711934156378,0.33539094650205764
19540,-120.95,37.64,32.0,1957.0,2.7209,88300.0,0,1.7818088911599388,0.3500255493101686
19541,-120.94,37.63,43.0,176.0,1.425,69400.0,0,1.3863636363636365,0.3409090909090909
19542,-120.92,37.63,39.0,22.0,1.7679,450000.0,0,2.0454545454545454,0.4090909090909091
19543,-120.96,37.64,36.0,51.0,3.625,67500.0,0,1.1764705882352942,0.27450980392156865
19544,-120.98,37.64,39.0,2052.0,1.6952,65000.0,0,1.2753411306042886,0.3128654970760234
19545,-120.97,37.63,39.0,2047.0,1.7054,58800.0,0,1.1529066927210552,0.29555446995603324
19546,-121.0,37.63,31.0,192.0,1.75,73800.0,0,1.1197916666666667,0.34375
19547,-121.0,37.63,49.0,1525.0,1.59,80900.0,0,1.3449180327868853,0.3062295081967213
19548,-121.01,37.63,41.0,2122.0,1.9643,74900.0,0,1.302544769085768,0.2827521206409048
19549,-121.01,37.62,35.0,622.0,1.8167,79500.0,0,0.9131832797427653,0.23311897106109325
19550,-121.01,37.62,35.0,1687.0,2.0885,73700.0,0,1.2294013040901008,0.2554831061055127
19551,-120.98,37.62,26.0,3010.0,1.9206,81300.0,0,1.2687707641196013,0.3096345514950166
19552,-120.99,37.63,21.0,276.0,2.4792,60000.0,0,1.1557971014492754,0.3079710144927536
19553,-121.0,37.62,28.0,1043.0,1.0801,75000.0,0,1.105465004793864,0.3422818791946309
19554,-120.99,37.62,37.0,1787.0,1.5515,54100.0,0,1.1270285394515949,0.2881925013989927
19555,-121.01,37.61,5.0,2316.0,3.4703,129300.0,0,1.5781519861830742,0.27936096718480136
19556,-121.0,37.61,36.0,2045.0,2.273,62900.0,0,1.2943765281173594,0.26894865525672373
19557,-121.0,37.6,22.0,3116.0,2.6899,82100.0,0,1.41591784338896,0.2621951219512195
19558,-121.02,37.6,33.0,1027.0,2.5993,68000.0,0,0.9824732229795521,0.2395326192794547
19559,-120.98,37.6,36.0,1073.0,2.1779,58400.0,0,1.3392357875116496,0.2982292637465051
19560,-120.99,37.61,39.0,443.0,1.2857,60000.0,0,1.1557562076749435,0.2866817155756208
19561,-120.98,37.59,2.0,2784.0,4.6484,145900.0,0,1.8110632183908046,0.2826867816091954
19562,-120.96,37.59,11.0,2410.0,2.3849,122000.0,0,1.7576763485477178,0.35269709543568467
19563,-120.95,37.59,29.0,1063.0,1.8929,63600.0,0,1.6246472248353716,0.36312323612417685
19564,-120.94,37.61,13.0,1796.0,3.8372,129300.0,0,1.8424276169265033,0.30902004454342985
19565,-120.95,37.61,17.0,2034.0,4.6833,142200.0,0,1.9931170108161258,0.3279252704031465
19566,-120.96,37.61,23.0,2467.0,1.9444,93400.0,0,1.417511147142278,0.3307661126874747
19567,-120.97,37.61,16.0,884.0,1.871,103900.0,0,1.5,0.4242081447963801
19568,-120.95,37.6,35.0,729.0,2.9821,97400.0,0,2.0480109739368997,0.3676268861454047
19569,-120.94,37.6,30.0,1804.0,3.5331,102900.0,0,1.8054323725055432,0.3259423503325942
19570,-120.95,37.59,43.0,862.0,1.8466,81500.0,0,1.8109048723897911,0.3851508120649652
19571,-120.94,37.59,16.0,2622.0,2.3152,111300.0,0,1.5118230358504958,0.2921434019832189
19572,-120.94,37.58,19.0,770.0,2.0493,99500.0,0,2.0116883116883115,0.4805194805194805
19573,-120.95,37.62,11.0,1934.0,3.7041,174800.0,0,2.5754912099276113,0.35470527404343327
19574,-120.97,37.62,7.0,5807.0,2.9451,127800.0,0,1.461856380230756,0.271224384363699
19575,-120.54,37.68,18.0,189.0,1.2273,87500.0,0,1.7724867724867726,0.3544973544973545
19576,-120.64,37.7,16.0,239.0,1.8958,137500.0,0,1.1882845188284519,0.19246861924686193
19577,-120.75,37.69,24.0,1167.0,3.8214,116100.0,0,1.9554413024850044,0.34104541559554413
19578,-120.86,37.69,5.0,3012.0,3.0809,143600.0,0,2.2111553784860556,0.3608897742363878
19579,-120.87,37.64,40.0,488.0,3.8984,170500.0,0,2.069672131147541,0.32172131147540983
19580,-120.82,37.64,20.0,1505.0,2.69,201300.0,0,2.2425249169435215,0.3973421926910299
19581,-120.77,37.64,8.0,2277.0,2.6417,96800.0,0,1.4466403162055337,0.28634167764602547
19582,-120.76,37.65,25.0,2319.0,2.0385,84300.0,0,1.3859422164726176,0.27598102630444155
19583,-120.46,37.65,17.0,130.0,1.4464,79200.0,0,2.423076923076923,0.4461538461538462
19584,-120.59,37.59,36.0,124.0,5.6945,154200.0,0,2.346774193548387,0.3790322580645161
19585,-120.69,37.59,27.0,660.0,2.3906,81800.0,0,1.7727272727272727,0.33636363636363636
19586,-120.76,37.61,30.0,531.0,3.2604,87900.0,0,1.536723163841808,0.2768361581920904
19587,-120.8,37.61,30.0,469.0,3.9688,175000.0,0,1.9573560767590619,0.29637526652452023
19588,-120.76,37.58,35.0,756.0,3.6181,178600.0,0,1.8452380952380953,0.33465608465608465
19589,-120.83,37.58,30.0,757.0,3.6629,171400.0,0,2.0171730515191544,0.31704095112285335
19590,-120.85,37.57,27.0,451.0,3.4934,193800.0,0,1.8159645232815964,0.3325942350332594
19591,-120.88,37.57,22.0,774.0,3.9821,204300.0,0,1.8604651162790697,0.32170542635658916
19592,-120.87,37.62,30.0,220.0,4.8958,142500.0,0,2.0681818181818183,0.31363636363636366
19593,-120.87,37.6,32.0,2742.0,2.6619,86200.0,0,1.6699489423778264,0.312180889861415
19594,-120.86,37.6,25.0,709.0,4.5625,133600.0,0,1.6614950634696757,0.3018335684062059
19595,-120.89,37.59,33.0,617.0,2.151,195800.0,0,1.646677471636953,0.3387358184764992
19596,-120.92,37.6,12.0,2445.0,3.7611,123100.0,0,1.834355828220859,0.3402862985685072
19597,-120.92,37.59,26.0,642.0,2.6591,180500.0,0,2.655763239875389,0.367601246105919
19598,-120.91,37.57,26.0,2446.0,2.0521,65400.0,0,1.3883892068683565,0.2837285363859362
19599,-120.93,37.56,17.0,672.0,1.55,166100.0,0,2.6964285714285716,0.49702380952380953
19600,-120.95,37.57,29.0,672.0,3.1125,154800.0,0,1.7544642857142858,0.36160714285714285
19601,-120.98,37.57,27.0,449.0,2.6406,129700.0,0,2.060133630289532,0.3741648106904232
19602,-121.02,37.58,36.0,706.0,1.7169,121400.0,0,1.820113314447592,0.386685552407932
19603,-121.04,37.6,27.0,580.0,2.1875,82800.0,0,1.6517241379310346,0.30517241379310345
19604,-121.09,37.56,32.0,1356.0,2.6705,91900.0,0,1.2662241887905605,0.22640117994100295
19605,-121.03,37.55,32.0,624.0,1.9728,97900.0,0,1.516025641025641,0.27724358974358976
19606,-121.04,37.5,33.0,343.0,3.1875,129200.0,0,1.7871720116618075,0.33819241982507287
19607,-121.02,37.48,26.0,244.0,4.1346,187500.0,0,1.9139344262295082,0.3401639344262295
19608,-121.12,37.48,5.0,3062.0,3.2396,125200.0,0,1.3419333768778576,0.23285434356629653
19609,-121.14,37.47,38.0,1272.0,2.8833,115200.0,0,1.9080188679245282,0.37264150943396224
19610,-121.14,37.48,6.0,1011.0,3.7045,128100.0,0,1.7527200791295747,0.3273986152324431
19611,-121.13,37.47,37.0,1559.0,2.1833,92700.0,0,1.2796664528543937,0.2841565105837075
19612,-121.11,37.47,12.0,913.0,3.5795,145600.0,0,2.478641840087623,0.3614457831325301
19613,-121.14,37.46,4.0,1592.0,5.2452,161900.0,0,1.8335427135678393,0.3084170854271357
19614,-121.2,37.6,30.0,1301.0,2.3173,86500.0,0,1.6218293620292084,0.26518063028439665
19615,-121.27,37.56,31.0,1067.0,2.8558,100000.0,0,1.1462043111527647,0.2296157450796626
19616,-121.31,37.44,33.0,47.0,0.536,112500.0,0,1.4680851063829787,0.2978723404255319
19617,-121.21,37.5,34.0,147.0,3.0,162500.0,0,2.0,0.3197278911564626
19618,-121.14,37.52,37.0,586.0,3.1645,170800.0,0,2.31740614334471,0.3651877133105802
19619,-121.06,37.45,33.0,915.0,3.4464,162500.0,0,1.5311475409836066,0.3081967213114754
19621,-121.11,37.43,42.0,227.0,2.5,74200.0,0,1.8149779735682818,0.3303964757709251
19622,-121.29,37.33,36.0,27.0,4.0,75000.0,0,1.7777777777777777,0.2962962962962963
19623,-121.09,37.33,40.0,329.0,1.7188,112500.0,0,1.5927051671732524,0.2917933130699088
19624,-121.01,37.37,41.0,632.0,2.3583,95000.0,0,1.6534810126582278,0.3639240506329114
19625,-121.01,37.33,17.0,1054.0,1.6214,71500.0,0,1.8273244781783682,0.3045540796963947
19626,-121.03,37.33,27.0,730.0,3.06,106000.0,0,1.826027397260274,0.3136986301369863
19627,-121.03,37.32,42.0,1457.0,2.2566,82100.0,0,1.9938229238160603,0.37817433081674673
19628,-121.04,37.3,6.0,1409.0,3.3824,115500.0,0,1.8857345635202272,0.2782114975159688
19629,-120.84,37.53,14.0,2070.0,3.1523,141800.0,0,1.759903381642512,0.3367149758454106
19630,-120.86,37.53,18.0,1751.0,1.6445,156900.0,0,1.615648201027984,0.4066247858366648
19631,-120.88,37.53,18.0,92.0,5.3168,175000.0,0,2.597826086956522,0.391304347826087
19632,-120.85,37.55,45.0,187.0,2.5938,275000.0,0,1.8716577540106951,0.33689839572192515
19633,-120.89,37.54,30.0,275.0,2.2679,250000.0,0,1.8509090909090908,0.41818181818181815
19634,-120.89,37.52,42.0,647.0,2.5402,157500.0,0,1.8547140649149922,0.29675425038639874
19635,-120.96,37.54,29.0,747.0,3.4643,125000.0,0,1.965194109772423,0.3092369477911647
